Country,ISO,Sex,Year,Age,htn,diag,treat,control,Proportion of untreated stage 2 hypertension among all hypertension
Greenland,GRL,Men,2016,Age standardised (30-79 years),0.395357756,0.476663741,0.363967861,0.168954125,0.165061146
Greenland,GRL,Men,2017,Age standardised (30-79 years),0.389671413,0.485489749,0.370677112,0.177858379,0.162107987
Greenland,GRL,Men,2018,Age standardised (30-79 years),0.384088026,0.494092565,0.377295433,0.187037309,0.159350151
Greenland,GRL,Men,2019,Age standardised (30-79 years),0.37863896,0.502522234,0.38385969,0.196668883,0.156744372
Grenada,GRD,Men,1990,Age standardised (30-79 years),0.404560964,0.340898977,0.157069747,0.032999645,0.312738318
Grenada,GRD,Men,1991,Age standardised (30-79 years),0.407560683,0.346984818,0.162182373,0.033977777,0.305828478
Grenada,GRD,Men,1992,Age standardised (30-79 years),0.410675277,0.353179788,0.167686321,0.03521994,0.299050207
Grenada,GRD,Men,1993,Age standardised (30-79 years),0.413873391,0.359516755,0.173566186,0.036783716,0.292377748
Grenada,GRD,Men,1994,Age standardised (30-79 years),0.41699266,0.36602059,0.179798655,0.038666099,0.285856242
Grenada,GRD,Men,1995,Age standardised (30-79 years),0.420141699,0.37259813,0.186283709,0.040814594,0.279490903
Grenada,GRD,Men,1996,Age standardised (30-79 years),0.423363561,0.379188661,0.193056202,0.043279188,0.273248567
Grenada,GRD,Men,1997,Age standardised (30-79 years),0.426668529,0.385818963,0.200091399,0.046033149,0.267150695
Grenada,GRD,Men,1998,Age standardised (30-79 years),0.430062975,0.392414047,0.207375089,0.049051917,0.261245558
Grenada,GRD,Men,1999,Age standardised (30-79 years),0.4335358,0.398963292,0.214848625,0.052313778,0.25553321
Grenada,GRD,Men,2000,Age standardised (30-79 years),0.437153399,0.405602839,0.222528498,0.055847679,0.250031617
Grenada,GRD,Men,2001,Age standardised (30-79 years),0.440866516,0.412336493,0.230446405,0.059679253,0.244793785
Grenada,GRD,Men,2002,Age standardised (30-79 years),0.444626352,0.419079927,0.238581134,0.06382618,0.239771926
Grenada,GRD,Men,2003,Age standardised (30-79 years),0.448401273,0.425885729,0.246961622,0.068327601,0.234909691
Grenada,GRD,Men,2004,Age standardised (30-79 years),0.452124615,0.432736122,0.255426083,0.073080056,0.230170909
Grenada,GRD,Men,2005,Age standardised (30-79 years),0.45580162,0.439621939,0.263798943,0.077982458,0.225630041
Grenada,GRD,Men,2006,Age standardised (30-79 years),0.459349679,0.446650002,0.271979399,0.082943272,0.221341772
Grenada,GRD,Men,2007,Age standardised (30-79 years),0.462662776,0.453818692,0.280012842,0.087943745,0.217197659
Grenada,GRD,Men,2008,Age standardised (30-79 years),0.465632757,0.461060732,0.287899978,0.092987901,0.213290672
Grenada,GRD,Men,2009,Age standardised (30-79 years),0.468152311,0.468241609,0.295550979,0.098034824,0.209675889
Grenada,GRD,Men,2010,Age standardised (30-79 years),0.470122639,0.475375321,0.302984941,0.103194749,0.206357098
Grenada,GRD,Men,2011,Age standardised (30-79 years),0.471542885,0.48234619,0.310056748,0.108359058,0.203446529
Grenada,GRD,Men,2012,Age standardised (30-79 years),0.472427685,0.48908487,0.316729573,0.113525411,0.200950699
Grenada,GRD,Men,2013,Age standardised (30-79 years),0.472902659,0.495638321,0.32295122,0.118618192,0.198863843
Grenada,GRD,Men,2014,Age standardised (30-79 years),0.473244252,0.501958751,0.32874241,0.123468306,0.197158609
Grenada,GRD,Men,2015,Age standardised (30-79 years),0.47349376,0.50802458,0.334109405,0.1281009,0.195754795
Grenada,GRD,Men,2016,Age standardised (30-79 years),0.473846757,0.513879225,0.339156914,0.132646236,0.194634836
Grenada,GRD,Men,2017,Age standardised (30-79 years),0.47441467,0.519437599,0.343799018,0.137095772,0.193803133
Grenada,GRD,Men,2018,Age standardised (30-79 years),0.475042225,0.524932858,0.348413072,0.141888916,0.193108224
Grenada,GRD,Men,2019,Age standardised (30-79 years),0.47563128,0.530420192,0.353136924,0.147034584,0.192521307
Guatemala,GTM,Men,1990,Age standardised (30-79 years),0.269013804,0.289306496,0.076042309,0.023995712,0.325503093
Guatemala,GTM,Men,1991,Age standardised (30-79 years),0.270641128,0.291697943,0.078311053,0.024146592,0.31975523
Guatemala,GTM,Men,1992,Age standardised (30-79 years),0.272387697,0.294297228,0.080822393,0.024503289,0.314060604
Guatemala,GTM,Men,1993,Age standardised (30-79 years),0.274287386,0.297099757,0.083569213,0.025055187,0.308399533
Guatemala,GTM,Men,1994,Age standardised (30-79 years),0.276126449,0.300063987,0.086581552,0.025830938,0.302830285
Guatemala,GTM,Men,1995,Age standardised (30-79 years),0.27803119,0.303237911,0.089861969,0.026836314,0.297383252
Guatemala,GTM,Men,1996,Age standardised (30-79 years),0.279983017,0.306638901,0.093455816,0.028064436,0.292018608
Guatemala,GTM,Men,1997,Age standardised (30-79 years),0.282001396,0.310352106,0.097397711,0.029516437,0.286726381
Guatemala,GTM,Men,1998,Age standardised (30-79 years),0.28402679,0.3144069,0.101710566,0.03116889,0.281476777
Guatemala,GTM,Men,1999,Age standardised (30-79 years),0.286068066,0.318791734,0.106460534,0.033060062,0.276310642
Guatemala,GTM,Men,2000,Age standardised (30-79 years),0.28811494,0.323591931,0.111759159,0.035272013,0.271213155
Guatemala,GTM,Men,2001,Age standardised (30-79 years),0.290113602,0.328964529,0.117686576,0.037850761,0.266188745
Guatemala,GTM,Men,2002,Age standardised (30-79 years),0.292122835,0.334912294,0.124314176,0.040870521,0.261108303
Guatemala,GTM,Men,2003,Age standardised (30-79 years),0.294078951,0.341499514,0.13180898,0.04439293,0.25575319
Guatemala,GTM,Men,2004,Age standardised (30-79 years),0.29606748,0.348590113,0.140090752,0.048360045,0.250249254
Guatemala,GTM,Men,2005,Age standardised (30-79 years),0.298192528,0.356207472,0.148985738,0.052697204,0.24466827
Guatemala,GTM,Men,2006,Age standardised (30-79 years),0.300452271,0.364374216,0.158363055,0.057293782,0.238996453
Guatemala,GTM,Men,2007,Age standardised (30-79 years),0.3026915,0.373057769,0.168292601,0.062235485,0.23318865
Guatemala,GTM,Men,2008,Age standardised (30-79 years),0.304747168,0.382214173,0.178772814,0.067550984,0.227373369
Guatemala,GTM,Men,2009,Age standardised (30-79 years),0.306591548,0.391661976,0.189688956,0.07324326,0.221723938
Guatemala,GTM,Men,2010,Age standardised (30-79 years),0.308157505,0.401285718,0.200937466,0.079389267,0.216212686
Guatemala,GTM,Men,2011,Age standardised (30-79 years),0.309365385,0.410885779,0.212397252,0.08594084,0.21093919
Guatemala,GTM,Men,2012,Age standardised (30-79 years),0.310160581,0.420509891,0.224010985,0.092900037,0.205931038
Guatemala,GTM,Men,2013,Age standardised (30-79 years),0.310678365,0.430147597,0.235613446,0.100176236,0.20118682
Guatemala,GTM,Men,2014,Age standardised (30-79 years),0.311086823,0.439710997,0.247137555,0.107603228,0.196782491
Guatemala,GTM,Men,2015,Age standardised (30-79 years),0.311550675,0.44907196,0.258453384,0.115094658,0.192676455
Guatemala,GTM,Men,2016,Age standardised (30-79 years),0.312142124,0.458296662,0.269721154,0.122757874,0.188858228
Guatemala,GTM,Men,2017,Age standardised (30-79 years),0.312981462,0.467199132,0.280687361,0.130439224,0.185344952
Guatemala,GTM,Men,2018,Age standardised (30-79 years),0.313854106,0.475919841,0.291759484,0.138563521,0.1820302
Guatemala,GTM,Men,2019,Age standardised (30-79 years),0.314786177,0.484594437,0.303084555,0.147235738,0.178937992
Guinea,GIN,Men,1990,Age standardised (30-79 years),0.3879425,0.133642308,0.045737413,0.009363854,0.414420084
Guinea,GIN,Men,1991,Age standardised (30-79 years),0.389469391,0.135310861,0.046979591,0.009260619,0.4117509
Guinea,GIN,Men,1992,Age standardised (30-79 years),0.391127744,0.137206846,0.04840126,0.009253561,0.409046703
Guinea,GIN,Men,1993,Age standardised (30-79 years),0.392840257,0.139308866,0.049986786,0.009339146,0.406434579
Guinea,GIN,Men,1994,Age standardised (30-79 years),0.394541271,0.141563992,0.051747677,0.009521294,0.403825143
Guinea,GIN,Men,1995,Age standardised (30-79 years),0.396237697,0.14400397,0.05370221,0.009797048,0.401177411
Guinea,GIN,Men,1996,Age standardised (30-79 years),0.397959374,0.146634444,0.055826139,0.01015776,0.398487781
Guinea,GIN,Men,1997,Age standardised (30-79 years),0.399747175,0.149514821,0.058126543,0.010607033,0.39574511
Guinea,GIN,Men,1998,Age standardised (30-79 years),0.401617628,0.152541755,0.060625781,0.011127477,0.392890515
Guinea,GIN,Men,1999,Age standardised (30-79 years),0.403635612,0.15573194,0.063298709,0.011722421,0.389947995
Guinea,GIN,Men,2000,Age standardised (30-79 years),0.405744375,0.159105474,0.066168149,0.012406119,0.386931275
Guinea,GIN,Men,2001,Age standardised (30-79 years),0.407920324,0.162716452,0.06924543,0.013170191,0.383803767
Guinea,GIN,Men,2002,Age standardised (30-79 years),0.410155523,0.166582381,0.072518611,0.014039295,0.380558659
Guinea,GIN,Men,2003,Age standardised (30-79 years),0.412311372,0.170701368,0.07598152,0.015016581,0.377158306
Guinea,GIN,Men,2004,Age standardised (30-79 years),0.414332995,0.175160217,0.079619846,0.016085629,0.373561612
Guinea,GIN,Men,2005,Age standardised (30-79 years),0.416012644,0.179990415,0.08342279,0.017262248,0.369870143
Guinea,GIN,Men,2006,Age standardised (30-79 years),0.417165633,0.185282486,0.087400365,0.018545895,0.366124677
Guinea,GIN,Men,2007,Age standardised (30-79 years),0.417698693,0.191116179,0.091562293,0.019949325,0.362216728
Guinea,GIN,Men,2008,Age standardised (30-79 years),0.417457854,0.197664924,0.095998539,0.021512302,0.358035196
Guinea,GIN,Men,2009,Age standardised (30-79 years),0.416407946,0.205005264,0.100755949,0.023292233,0.353563969
Guinea,GIN,Men,2010,Age standardised (30-79 years),0.414420546,0.213087662,0.105870844,0.025340683,0.348808684
Guinea,GIN,Men,2011,Age standardised (30-79 years),0.411757794,0.221922158,0.111348269,0.027655996,0.343901369
Guinea,GIN,Men,2012,Age standardised (30-79 years),0.408585806,0.23136062,0.117121207,0.030248258,0.338897513
Guinea,GIN,Men,2013,Age standardised (30-79 years),0.405098465,0.241307736,0.123220954,0.033103035,0.333783715
Guinea,GIN,Men,2014,Age standardised (30-79 years),0.401503066,0.251767118,0.129594161,0.036189589,0.328653301
Guinea,GIN,Men,2015,Age standardised (30-79 years),0.397855735,0.262685652,0.136242929,0.03955636,0.32350986
Guinea,GIN,Men,2016,Age standardised (30-79 years),0.394137603,0.274161446,0.143282695,0.04335191,0.318382769
Guinea,GIN,Men,2017,Age standardised (30-79 years),0.390417617,0.285958042,0.150516668,0.047496898,0.313362491
Guinea,GIN,Men,2018,Age standardised (30-79 years),0.386746015,0.297927455,0.158044687,0.052127774,0.30847422
Guinea,GIN,Men,2019,Age standardised (30-79 years),0.38314639,0.310089715,0.165881973,0.057279013,0.303720097
Guinea Bissau,GNB,Men,1990,Age standardised (30-79 years),0.369222666,0.152725564,0.061562558,0.01400544,0.397014383
Guinea Bissau,GNB,Men,1991,Age standardised (30-79 years),0.370070893,0.154796834,0.063405432,0.014085759,0.393996551
Guinea Bissau,GNB,Men,1992,Age standardised (30-79 years),0.371061183,0.157072077,0.065460114,0.014283181,0.390952109
Guinea Bissau,GNB,Men,1993,Age standardised (30-79 years),0.372083529,0.159518411,0.067734185,0.01460424,0.387981523
Guinea Bissau,GNB,Men,1994,Age standardised (30-79 years),0.373106718,0.162194603,0.070248326,0.015058128,0.385039957
Guinea Bissau,GNB,Men,1995,Age standardised (30-79 years),0.374137559,0.165090776,0.072998873,0.015651709,0.382042687
Guinea Bissau,GNB,Men,1996,Age standardised (30-79 years),0.37523334,0.16820313,0.075958971,0.016371282,0.379032901
Guinea Bissau,GNB,Men,1997,Age standardised (30-79 years),0.376409609,0.171534685,0.07916286,0.017227166,0.37591456
Guinea Bissau,GNB,Men,1998,Age standardised (30-79 years),0.377716466,0.17507407,0.082609349,0.018222812,0.372711819
Guinea Bissau,GNB,Men,1999,Age standardised (30-79 years),0.379216783,0.178774939,0.086272495,0.019345187,0.369456134
Guinea Bissau,GNB,Men,2000,Age standardised (30-79 years),0.380859024,0.182671225,0.090189816,0.020625588,0.366103158
Guinea Bissau,GNB,Men,2001,Age standardised (30-79 years),0.382562594,0.186826325,0.094384752,0.022040949,0.362664722
Guinea Bissau,GNB,Men,2002,Age standardised (30-79 years),0.384391009,0.191230742,0.098822892,0.023604836,0.359100194
Guinea Bissau,GNB,Men,2003,Age standardised (30-79 years),0.386195623,0.195879052,0.103487497,0.025320694,0.355342172
Guinea Bissau,GNB,Men,2004,Age standardised (30-79 years),0.387851534,0.200859716,0.10832543,0.027198644,0.351462446
Guinea Bissau,GNB,Men,2005,Age standardised (30-79 years),0.389194553,0.206199079,0.113352894,0.029245547,0.347462462
Guinea Bissau,GNB,Men,2006,Age standardised (30-79 years),0.390122617,0.211987264,0.118582099,0.031425647,0.343396504
Guinea Bissau,GNB,Men,2007,Age standardised (30-79 years),0.390431335,0.218271895,0.124008982,0.033783975,0.3392019
Guinea Bissau,GNB,Men,2008,Age standardised (30-79 years),0.390053213,0.225243233,0.129685852,0.036343489,0.334809875
Guinea Bissau,GNB,Men,2009,Age standardised (30-79 years),0.388959379,0.233010558,0.135688288,0.039171744,0.330230145
Guinea Bissau,GNB,Men,2010,Age standardised (30-79 years),0.38708344,0.241498914,0.142014264,0.042321248,0.325481815
Guinea Bissau,GNB,Men,2011,Age standardised (30-79 years),0.384630188,0.250636122,0.148682973,0.045782578,0.320638944
Guinea Bissau,GNB,Men,2012,Age standardised (30-79 years),0.38174904,0.260346277,0.155623118,0.049571859,0.315762244
Guinea Bissau,GNB,Men,2013,Age standardised (30-79 years),0.378604864,0.270572127,0.162878202,0.053633542,0.310871601
Guinea Bissau,GNB,Men,2014,Age standardised (30-79 years),0.375349284,0.281248331,0.170406936,0.057961061,0.306002542
Guinea Bissau,GNB,Men,2015,Age standardised (30-79 years),0.372110084,0.292373505,0.178155609,0.0625874,0.301153087
Guinea Bissau,GNB,Men,2016,Age standardised (30-79 years),0.36884025,0.304051482,0.186287258,0.067683459,0.296380701
Guinea Bissau,GNB,Men,2017,Age standardised (30-79 years),0.365681926,0.316033391,0.194543033,0.073153683,0.291714157
Guinea Bissau,GNB,Men,2018,Age standardised (30-79 years),0.362542573,0.328213318,0.203026157,0.079184412,0.287170747
Guinea Bissau,GNB,Men,2019,Age standardised (30-79 years),0.35950721,0.340555575,0.211739152,0.085757566,0.282756061
Guyana,GUY,Men,1990,Age standardised (30-79 years),0.34748011,0.346782053,0.18156529,0.038153419,0.317565227
Guyana,GUY,Men,1991,Age standardised (30-79 years),0.349346713,0.353182299,0.187719614,0.039394413,0.310553509
Guyana,GUY,Men,1992,Age standardised (30-79 years),0.351304018,0.359715875,0.194219345,0.040963464,0.303642196
Guyana,GUY,Men,1993,Age standardised (30-79 years),0.353322598,0.366377985,0.201085544,0.042911745,0.296867129
Guyana,GUY,Men,1994,Age standardised (30-79 years),0.355325018,0.373172403,0.208283179,0.045231334,0.290227639
Guyana,GUY,Men,1995,Age standardised (30-79 years),0.35734029,0.380094604,0.215713813,0.047918434,0.283779373
Guyana,GUY,Men,1996,Age standardised (30-79 years),0.359439683,0.387035076,0.223444,0.05092259,0.277484333
Guyana,GUY,Men,1997,Age standardised (30-79 years),0.36160579,0.394031289,0.231455659,0.054291185,0.271375906
Guyana,GUY,Men,1998,Age standardised (30-79 years),0.363835424,0.400980111,0.239672065,0.057937819,0.265470935
Guyana,GUY,Men,1999,Age standardised (30-79 years),0.366132233,0.407934077,0.248061844,0.061884948,0.259793459
Guyana,GUY,Men,2000,Age standardised (30-79 years),0.36847929,0.414946031,0.256669437,0.066137448,0.254349704
Guyana,GUY,Men,2001,Age standardised (30-79 years),0.370870753,0.422035316,0.265515877,0.070662438,0.249142253
Guyana,GUY,Men,2002,Age standardised (30-79 years),0.373260428,0.429181448,0.274541769,0.075553635,0.244124539
Guyana,GUY,Men,2003,Age standardised (30-79 years),0.375611691,0.436361844,0.283774398,0.080756398,0.239246332
Guyana,GUY,Men,2004,Age standardised (30-79 years),0.377861943,0.443551333,0.29310519,0.086245254,0.234511222
Guyana,GUY,Men,2005,Age standardised (30-79 years),0.380003891,0.450816261,0.302397329,0.091882817,0.229905333
Guyana,GUY,Men,2006,Age standardised (30-79 years),0.382002994,0.458219034,0.311472917,0.097581217,0.22551489
Guyana,GUY,Men,2007,Age standardised (30-79 years),0.383716864,0.465737729,0.32036382,0.103288103,0.221306512
Guyana,GUY,Men,2008,Age standardised (30-79 years),0.385085886,0.473364844,0.329056339,0.10899352,0.217279436
Guyana,GUY,Men,2009,Age standardised (30-79 years),0.386084812,0.481016672,0.337567985,0.114642897,0.213470229
Guyana,GUY,Men,2010,Age standardised (30-79 years),0.386578091,0.488660275,0.345800227,0.120244849,0.20992979
Guyana,GUY,Men,2011,Age standardised (30-79 years),0.386620622,0.49611349,0.353621613,0.125721269,0.206721781
Guyana,GUY,Men,2012,Age standardised (30-79 years),0.386226481,0.503317845,0.360974543,0.131061955,0.203815761
Guyana,GUY,Men,2013,Age standardised (30-79 years),0.385467483,0.510360161,0.367856412,0.136246967,0.201279327
Guyana,GUY,Men,2014,Age standardised (30-79 years),0.38456629,0.517104815,0.374296848,0.141097265,0.19905883
Guyana,GUY,Men,2015,Age standardised (30-79 years),0.383674435,0.523659317,0.380197812,0.145637323,0.197174156
Guyana,GUY,Men,2016,Age standardised (30-79 years),0.382908172,0.529965353,0.385774159,0.150068793,0.195540576
Guyana,GUY,Men,2017,Age standardised (30-79 years),0.382391224,0.535917754,0.390886017,0.154254925,0.194208114
Guyana,GUY,Men,2018,Age standardised (30-79 years),0.381967912,0.541740942,0.395863958,0.158837934,0.193084763
Guyana,GUY,Men,2019,Age standardised (30-79 years),0.381557421,0.547514885,0.400925305,0.163823002,0.192086725
Haiti,HTI,Men,1990,Age standardised (30-79 years),0.344610837,0.273841576,0.111212056,0.026640406,0.372075354
Haiti,HTI,Men,1991,Age standardised (30-79 years),0.346402665,0.279252807,0.114337521,0.027222911,0.365372675
Haiti,HTI,Men,1992,Age standardised (30-79 years),0.34829714,0.284873161,0.117750851,0.028027636,0.358742355
Haiti,HTI,Men,1993,Age standardised (30-79 years),0.350295077,0.290710249,0.12142641,0.029094687,0.352202599
Haiti,HTI,Men,1994,Age standardised (30-79 years),0.352229344,0.296663085,0.125341095,0.030406538,0.345729273
Haiti,HTI,Men,1995,Age standardised (30-79 years),0.354179065,0.302744562,0.129492548,0.03196148,0.339402402
Haiti,HTI,Men,1996,Age standardised (30-79 years),0.356231006,0.308889409,0.13388534,0.033729569,0.333231627
Haiti,HTI,Men,1997,Age standardised (30-79 years),0.358306309,0.315056995,0.138496415,0.035739669,0.327289708
Haiti,HTI,Men,1998,Age standardised (30-79 years),0.360460422,0.321201192,0.143267414,0.037943315,0.32158339
Haiti,HTI,Men,1999,Age standardised (30-79 years),0.362676,0.327340548,0.148141976,0.040318788,0.316153359
Haiti,HTI,Men,2000,Age standardised (30-79 years),0.364995355,0.333484868,0.153121658,0.04283384,0.311034703
Haiti,HTI,Men,2001,Age standardised (30-79 years),0.367289926,0.339625805,0.158271484,0.045515137,0.306317019
Haiti,HTI,Men,2002,Age standardised (30-79 years),0.369555336,0.345754523,0.163473201,0.048372953,0.301966901
Haiti,HTI,Men,2003,Age standardised (30-79 years),0.371806395,0.351768781,0.16875026,0.051384392,0.297965394
Haiti,HTI,Men,2004,Age standardised (30-79 years),0.373961902,0.357677441,0.174013133,0.054455023,0.294369739
Haiti,HTI,Men,2005,Age standardised (30-79 years),0.375957592,0.363522311,0.179065685,0.057495219,0.291151382
Haiti,HTI,Men,2006,Age standardised (30-79 years),0.377820375,0.369342887,0.183805029,0.060390731,0.288414138
Haiti,HTI,Men,2007,Age standardised (30-79 years),0.379403279,0.375111197,0.188303065,0.063083917,0.286091265
Haiti,HTI,Men,2008,Age standardised (30-79 years),0.380686522,0.380849471,0.192485213,0.06553918,0.284180464
Haiti,HTI,Men,2009,Age standardised (30-79 years),0.381637618,0.386485036,0.196357073,0.067713719,0.282720514
Haiti,HTI,Men,2010,Age standardised (30-79 years),0.382002517,0.39204042,0.199885595,0.069649727,0.281768091
Haiti,HTI,Men,2011,Age standardised (30-79 years),0.381866025,0.397292436,0.202991188,0.071260194,0.281439376
Haiti,HTI,Men,2012,Age standardised (30-79 years),0.381272377,0.402264927,0.205617763,0.072537234,0.281646344
Haiti,HTI,Men,2013,Age standardised (30-79 years),0.3803714,0.406946974,0.207721907,0.073485001,0.282473612
Haiti,HTI,Men,2014,Age standardised (30-79 years),0.379333455,0.411343163,0.209404613,0.074027596,0.283876443
Haiti,HTI,Men,2015,Age standardised (30-79 years),0.37828343,0.415470285,0.210628536,0.074244364,0.285808515
Haiti,HTI,Men,2016,Age standardised (30-79 years),0.377355113,0.419387088,0.211628506,0.07430522,0.28807592
Haiti,HTI,Men,2017,Age standardised (30-79 years),0.376694508,0.423009062,0.212325818,0.074196496,0.290659358
Haiti,HTI,Men,2018,Age standardised (30-79 years),0.376091183,0.426598572,0.213113765,0.074356957,0.293327454
Haiti,HTI,Men,2019,Age standardised (30-79 years),0.375521248,0.43028498,0.214077954,0.074820792,0.296036982
Honduras,HND,Men,1990,Age standardised (30-79 years),0.292361219,0.345260885,0.195717012,0.054772167,0.297126611
Honduras,HND,Men,1991,Age standardised (30-79 years),0.294505606,0.34852403,0.201325353,0.056003284,0.29125807
Honduras,HND,Men,1992,Age standardised (30-79 years),0.296814386,0.351943451,0.20731984,0.057601374,0.285465749
Honduras,HND,Men,1993,Age standardised (30-79 years),0.299239257,0.355574643,0.213628934,0.059569451,0.279711886
Honduras,HND,Men,1994,Age standardised (30-79 years),0.301566708,0.359311384,0.220333254,0.061982516,0.274096671
Honduras,HND,Men,1995,Age standardised (30-79 years),0.303927813,0.363260247,0.227339802,0.064805673,0.26860768
Honduras,HND,Men,1996,Age standardised (30-79 years),0.306336858,0.367408513,0.234693276,0.068045795,0.263220265
Honduras,HND,Men,1997,Age standardised (30-79 years),0.308732734,0.37177354,0.242368081,0.071703878,0.257930913
Honduras,HND,Men,1998,Age standardised (30-79 years),0.311109002,0.376431415,0.250453377,0.075747375,0.252658258
Honduras,HND,Men,1999,Age standardised (30-79 years),0.31346317,0.381468995,0.25897146,0.080202066,0.247486962
Honduras,HND,Men,2000,Age standardised (30-79 years),0.315680605,0.386893562,0.26801567,0.085194006,0.242397571
Honduras,HND,Men,2001,Age standardised (30-79 years),0.317794333,0.392841466,0.277718669,0.090775585,0.23734374
Honduras,HND,Men,2002,Age standardised (30-79 years),0.319789415,0.399360298,0.28814941,0.097023733,0.232264468
Honduras,HND,Men,2003,Age standardised (30-79 years),0.32164566,0.406464071,0.299324851,0.104003788,0.227018815
Honduras,HND,Men,2004,Age standardised (30-79 years),0.323399143,0.414210903,0.311047752,0.11160185,0.221642432
Honduras,HND,Men,2005,Age standardised (30-79 years),0.325193581,0.422530928,0.323177994,0.119586488,0.216176634
Honduras,HND,Men,2006,Age standardised (30-79 years),0.327015104,0.431437113,0.335419963,0.127773307,0.210675287
Honduras,HND,Men,2007,Age standardised (30-79 years),0.328787787,0.440921529,0.347810116,0.136296486,0.205120098
Honduras,HND,Men,2008,Age standardised (30-79 years),0.330287253,0.450881271,0.36036803,0.14518932,0.199547103
Honduras,HND,Men,2009,Age standardised (30-79 years),0.331517834,0.461152497,0.372905282,0.154413763,0.194091755
Honduras,HND,Men,2010,Age standardised (30-79 years),0.332336355,0.47160288,0.385303568,0.164068493,0.188785967
Honduras,HND,Men,2011,Age standardised (30-79 years),0.332726937,0.482083051,0.397440972,0.174166416,0.183753931
Honduras,HND,Men,2012,Age standardised (30-79 years),0.332680213,0.492603725,0.409287813,0.184616137,0.178993243
Honduras,HND,Men,2013,Age standardised (30-79 years),0.332354148,0.503029885,0.420696137,0.195122135,0.174572723
Honduras,HND,Men,2014,Age standardised (30-79 years),0.331956662,0.513330413,0.43159509,0.205391072,0.170471862
Honduras,HND,Men,2015,Age standardised (30-79 years),0.331610573,0.523402819,0.441821769,0.21533023,0.1667015
Honduras,HND,Men,2016,Age standardised (30-79 years),0.331425219,0.533246994,0.451644872,0.225148504,0.163232535
Honduras,HND,Men,2017,Age standardised (30-79 years),0.331475554,0.542725771,0.460830995,0.234587835,0.160056373
Honduras,HND,Men,2018,Age standardised (30-79 years),0.331539052,0.552004412,0.469792544,0.244252579,0.157110698
Honduras,HND,Men,2019,Age standardised (30-79 years),0.331688868,0.561051569,0.478692005,0.254217634,0.154334381
Hungary,HUN,Men,1990,Age standardised (30-79 years),0.55318052,0.319531724,0.203348897,0.030138516,0.295687458
Hungary,HUN,Men,1991,Age standardised (30-79 years),0.553411706,0.324884189,0.210384074,0.031637435,0.288703985
Hungary,HUN,Men,1992,Age standardised (30-79 years),0.553651327,0.330390368,0.217794122,0.033430676,0.281833854
Hungary,HUN,Men,1993,Age standardised (30-79 years),0.553884851,0.336053133,0.225552596,0.035588572,0.275017316
Hungary,HUN,Men,1994,Age standardised (30-79 years),0.554069965,0.341905741,0.233638243,0.038130672,0.268349572
Hungary,HUN,Men,1995,Age standardised (30-79 years),0.554244209,0.347950941,0.242074101,0.041102723,0.261804616
Hungary,HUN,Men,1996,Age standardised (30-79 years),0.554481518,0.354073088,0.25076131,0.044408574,0.255404254
Hungary,HUN,Men,1997,Age standardised (30-79 years),0.554831585,0.360317584,0.259693623,0.048001683,0.249190424
Hungary,HUN,Men,1998,Age standardised (30-79 years),0.555352411,0.366577968,0.26875586,0.051871208,0.243093311
Hungary,HUN,Men,1999,Age standardised (30-79 years),0.556178226,0.372773665,0.277908146,0.056007456,0.237216598
Hungary,HUN,Men,2000,Age standardised (30-79 years),0.557250349,0.379029115,0.287290255,0.060422254,0.231496425
Hungary,HUN,Men,2001,Age standardised (30-79 years),0.558510116,0.385392757,0.296864929,0.065132334,0.225998809
Hungary,HUN,Men,2002,Age standardised (30-79 years),0.560071228,0.391739349,0.306497466,0.070127244,0.220674089
Hungary,HUN,Men,2003,Age standardised (30-79 years),0.561823655,0.398079613,0.316109801,0.075361104,0.215449798
Hungary,HUN,Men,2004,Age standardised (30-79 years),0.563580115,0.404459978,0.325662993,0.080856107,0.210308577
Hungary,HUN,Men,2005,Age standardised (30-79 years),0.565196472,0.410861342,0.335054419,0.086604445,0.205285389
Hungary,HUN,Men,2006,Age standardised (30-79 years),0.566656212,0.417301539,0.344179071,0.092436467,0.200481945
Hungary,HUN,Men,2007,Age standardised (30-79 years),0.567741164,0.424041465,0.353103434,0.098409348,0.195856254
Hungary,HUN,Men,2008,Age standardised (30-79 years),0.568404119,0.431126358,0.36200271,0.104500861,0.191341678
Hungary,HUN,Men,2009,Age standardised (30-79 years),0.568641435,0.438603452,0.370983809,0.110729809,0.186884734
Hungary,HUN,Men,2010,Age standardised (30-79 years),0.568330738,0.446457433,0.38017759,0.117273638,0.182544799
Hungary,HUN,Men,2011,Age standardised (30-79 years),0.567739086,0.454527113,0.389444015,0.124000461,0.178288514
Hungary,HUN,Men,2012,Age standardised (30-79 years),0.566938882,0.462716945,0.398610929,0.130898112,0.17414277
Hungary,HUN,Men,2013,Age standardised (30-79 years),0.565965796,0.470976696,0.407686603,0.137875881,0.17015107
Hungary,HUN,Men,2014,Age standardised (30-79 years),0.564844653,0.47921024,0.41664928,0.144856765,0.166283735
Hungary,HUN,Men,2015,Age standardised (30-79 years),0.563745748,0.48742239,0.425509284,0.151884279,0.162585092
Hungary,HUN,Men,2016,Age standardised (30-79 years),0.56259929,0.495588438,0.434303743,0.159076953,0.159083127
Hungary,HUN,Men,2017,Age standardised (30-79 years),0.561470963,0.503533845,0.442827436,0.166320708,0.15588202
