IndicatorCode,Indicator_c,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ITA,Italy,Year,2016,FALSE,,,,,,,,,,,,,70074,,,,,,70 074,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,COL,Colombia,Year,2016,FALSE,,,,,,,,,,,,,7109,,,,,,7109,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CZE,Czechia,Year,2016,FALSE,,,,,,,,,,,,,7172,,,,,,7172,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,COG,Congo,Year,2016,FALSE,,,,,,,,,,,,,73,,,,,,73,,"Annuaire des statistiques sanitaires 2016 RÃ©publique du Congo, Direction des Ã©tudes et de la planification. 2.1. Ressources humaines Tableau 6 : RÃ©partition du personnel de santÃ© par dÃ©partement selon leur qualification.",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,HUN,Hungary,Year,2016,FALSE,,,,,,,,,,,,,7353,,,,,,7353,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2016,TRUE,,,,,,,,,,,,,74,,,,,,74,,Includes Pharmacists.  Data Source: WHO estimated value,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,FALSE,,,,,,,,,,,,,741548,,,,,,741 548,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,TRUE,,,,,,,,,,,,,75,,,,,,75,,Includes Pharmacists.  Data Source: WHO estimated value,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2016,FALSE,,,,,,,,,,,,,761,,,,,,761,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,FALSE,,,,,,,,,,,,,7669,,,,,,7669,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,FALSE,,,,,,,,,,,,,7919,,,,,,7919,,Source: MoPH and Syndicate figure,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2016,FALSE,,,,,,,,,,,,,793,,,,,,793,,,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,FALSE,,,,,,,,,,,,,82,,,,,,82,,Source: Human Resources for Health Country Profile Sierra Leone Country Profile,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,FALSE,,,,,,,,,,,,,8460,,,,,,8460,,,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,CHL,Chile,Year,2016,FALSE,,,,,,,,,,,,,8558,,,,,,8558,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,FALSE,,,,,,,,,,,,,8788,,,,,,8788,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,EST,Estonia,Year,2016,FALSE,,,,,,,,,,,,,963,,,,,,963,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,FALSE,,,,,,,,,,,,,987,,,,,,987,,Source: Health and care workforce in Europe: time to act.,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,TGO,Togo,Year,2016,FALSE,,,,,,,,,,,,,1,,,,,,1,,Only pubic,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,TRUE,,,,,,,,,,,,,1278,,,,,,1278,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,FALSE,,,,,,,,,,,,,132,,,,,,132,,,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,FALSE,,,,,,,,,,,,,14,,,,,,14,,,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,FALSE,,,,,,,,,,,,,21713,,,,,,21 713,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,MWI,Malawi,Year,2016,FALSE,,,,,,,,,,,,,218,,,,,,218,,"Includes Pharmacy Technician.  Data Source: Ministry of Health, HRH Assessment Report, 2016",EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,FALSE,,,,,,,,,,,,,2193,,,,,,2193,,,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,FALSE,,,,,,,,,,,,,35,,,,,,35,,,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,FALSE,,,,,,,,,,,,,492,,,,,,492,,"Includes Pharmaceutical Technicians and assistants.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,FALSE,,,,,,,,,,,,,540,,,,,,540,,,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,EUR,Europe,Country,SRB,Serbia,Year,2016,TRUE,,,,,,,,,,,,,5447,,,,,,5447,,"Includes Pharmaceutical Technicians and assistants.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,TRUE,,,,,,,,,,,,,64,,,,,,64,,Registered - includes both private and public sector. Source : SEYCHELLES HEALTH DEPARTMENT SECRETARIAT(HDS) ANNUAL REPORT2016,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,FALSE,,,,,,,,,,,,,72,,,,,,72,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,TRUE,,,,,,,,,,,,,8004,,,,,,8004,,"Includes Pharmaceutical Technicians and assistants.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2016,FALSE,,,,,,,,,,,,,916,,,,,,916,,,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,TRUE,,,,,,,,,,,,,94,,,,,,94,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2015,FALSE,,,,,,,,,,,,,0.012,,,,,,0.012,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2015,FALSE,,,,,,,,,,,,,0.022,,,,,,0.022,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,TGO,Togo,Year,2015,FALSE,,,,,,,,,,,,,0.023,,,,,,0.023,,Value obtained from Licensed to Practice,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,NER,Niger,Year,2015,FALSE,,,,,,,,,,,,,0.025,,,,,,0.025,,Source: Annuaire des satistiques sanitaires du Niger 2015,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2015,FALSE,,,,,,,,,,,,,0.041,,,,,,0.041,,"Includes Pharmaciens.  Data Source: EnquÃªte Health Resource Availability Mapping System, 2015",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,TCD,Chad,Year,2015,FALSE,,,,,,,,,,,,,0.056,,,,,,0.056,,Source: Annuaire statistique 2015,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2015,FALSE,,,,,,,,,,,,,0.072,,,,,,0.072,,,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2015,FALSE,,,,,,,,,,,,,0.083,,,,,,0.083,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2015,FALSE,,,,,,,,,,,,,0.098,,,,,,0.098,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2015,FALSE,,,,,,,,,,,,,0.1,,,,,,0.1,,Source: Annuaire Statistique 2015 MinistÃ¨re de la santÃ©,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2015,FALSE,,,,,,,,,,,,,0.1,,,,,,0.1,,,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2015,FALSE,,,,,,,,,,,,,0.12,,,,,,0.122,,"Source :COMPTES NATIONAUX DES PERSONNELS DE SANTÃ‰ (CNPS) GUINEE PrÃ©sentÃ© par:  Dr Mohamed FAZA DIALLO, Chef Service Formation & Perfectionnement MSHP Dr MARA Karifa, Conseiller chargÃ© de Politiques et SystÃ¨me de SantÃ©, OMS",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2015,FALSE,,,,,,,,,,,,,0.14,,,,,,0.138,,Source: Annuaire Statistique 2017 DIRECTION GENERALE DES ETUDES ET DES STATISTIQUES SECTORIELLES  MINISTERE DE LA SANTE,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2015,FALSE,,,,,,,,,,,,,0.2,,,,,,0.202,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2015,FALSE,,,,,,,,,,,,,0.29,,,,,,0.293,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2015,FALSE,,,,,,,,,,,,,0.39,,,,,,0.392,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,FALSE,,,,,,,,,,,,,0.39,,,,,,0.392,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2015,TRUE,,,,,,,,,,,,,0.42,,,,,,0.415,,"Includes Pharmacists.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2015,FALSE,,,,,,,,,,,,,0.5,,,,,,0.497,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2015,FALSE,,,,,,,,,,,,,0.51,,,,,,0.507,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2015,FALSE,,,,,,,,,,,,,0.71,,,,,,0.705,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2015,FALSE,,,,,,,,,,,,,0.77,,,,,,0.773,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2015,FALSE,,,,,,,,,,,,,0.84,,,,,,0.835,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2015,TRUE,,,,,,,,,,,,,1.04,,,,,,1.036,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2015,FALSE,,,,,,,,,,,,,1.09,,,,,,1.089,,National Reporting Instrument (NRI) 2018. PCN,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2015,FALSE,,,,,,,,,,,,,1.17,,,,,,1.171,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2015,FALSE,,,,,,,,,,,,,1.26,,,,,,1.257,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AMR,Americas,Country,COL,Colombia,Year,2015,FALSE,,,,,,,,,,,,,1.41,,,,,,1.408,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2015,FALSE,,,,,,,,,,,,,1.62,,,,,,1.62,,Source: Health and care workforce in Europe: time to act.,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2015,TRUE,,,,,,,,,,,,,1.63,,,,,,1.63,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2015,FALSE,,,,,,,,,,,,,1.69,,,,,,1.685,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2015,FALSE,,,,,,,,,,,,,1.72,,,,,,1.719,,National Reporting Instrument (NRI)- 2021 Code reporting.,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2015,FALSE,,,,,,,,,,,,,1.74,,,,,,1.74,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AMR,Americas,Country,PAN,Panama,Year,2015,FALSE,,,,,,,,,,,,,1.77,,,,,,1.774,,,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2015,TRUE,,,,,,,,,,,,,1.79,,,,,,1.786,,Includes Pharmacists.  Data Source: Ministry of Health & Medical Services,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2015,FALSE,,,,,,,,,,,,,1.94,,,,,,1.941,,"Includes Pharmacists.  Data Source: EMRO, Framework for health information systems and core indicators for monitoring health situation and health system performance, 2017, page 14.  Notes: Estimated from densities",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,FIN,Finland,Year,2015,FALSE,,,,,,,,,,,,,10.04,,,,,,10.039,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,GRC,Greece,Year,2015,FALSE,,,,,,,,,,,,,10.46,,,,,,10.456,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,LTU,Lithuania,Year,2015,FALSE,,,,,,,,,,,,,10.77,,,,,,10.77,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,AND,Andorra,Year,2015,TRUE,,,,,,,,,,,,,11.02,,,,,,11.018,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,ITA,Italy,Year,2015,FALSE,,,,,,,,,,,,,11.61,,,,,,11.611,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2015,FALSE,,,,,,,,,,,,,11.86,,,,,,11.861,,Source: MoPH and Syndicate figure,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,ESP,Spain,Year,2015,FALSE,,,,,,,,,,,,,11.93,,,,,,11.932,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2015,FALSE,,,,,,,,,,,,,12.1,,,,,,12.099,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,BEL,Belgium,Year,2015,FALSE,,,,,,,,,,,,,12.13,,,,,,12.129,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,MLT,Malta,Year,2015,FALSE,,,,,,,,,,,,,12.22,,,,,,12.221,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2015,FALSE,,,,,,,,,,,,,12.72,,,,,,12.719,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2015,FALSE,,,,,,,,,,,,,2.11,,,,,,2.112,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2015,FALSE,,,,,,,,,,,,,2.12,,,,,,2.119,,,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2015,FALSE,,,,,,,,,,,,,2.24,,,,,,2.243,,"Includes Pharmacists.  Data Source: EMRO, Framework for health information systems and core indicators for monitoring health situation and health system performance, 2017, page 14.  Notes: Estimated from densities",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2015,FALSE,,,,,,,,,,,,,2.29,,,,,,2.29,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2015,FALSE,,,,,,,,,,,,,2.83,,,,,,2.825,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,CHN,China,Year,2015,FALSE,,,,,,,,,,,,,3.04,,,,,,3.037,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2015,FALSE,,,,,,,,,,,,,3.12,,,,,,3.121,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022.",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2015,FALSE,,,,,,,,,,,,,3.27,,,,,,3.272,,Data Source:  Professional Regulation Commission and Department of Health. HRH Profile of the Phillipines 2022.,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2015,TRUE,,,,,,,,,,,,,3.38,,,,,,3.383,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2015,FALSE,,,,,,,,,,,,,3.42,,,,,,3.421,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,TUR,Türkiye,Year,2015,FALSE,,,,,,,,,,,,,3.46,,,,,,3.457,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2015,FALSE,,,,,,,,,,,,,3.53,,,,,,3.53,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2015,FALSE,,,,,,,,,,,,,3.74,,,,,,3.742,,"Includes Pharmacists.  Data Source: EMRO, Framework for health information systems and core indicators for monitoring health situation and health system performance, 2017, page 14.  Notes: Estimated from densities",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2015,FALSE,,,,,,,,,,,,,3.84,,,,,,3.843,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2015,FALSE,,,,,,,,,,,,,4.46,,,,,,4.457,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2015,FALSE,,,,,,,,,,,,,4.57,,,,,,4.568,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2015,FALSE,,,,,,,,,,,,,4.83,,,,,,4.832,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2015,FALSE,,,,,,,,,,,,,4.88,,,,,,4.881,,"Source: ""Health and care workforce in Europe: time to act"" report published by WHO EURO in 2022..",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2015,FALSE,,,,,,,,,,,,,5.03,,,,,,5.034,,"Includes Pharmacists.  Data Source: EMRO, Framework for health information systems and core indicators for monitoring health situation and health system performance, 2017, page 14.  Notes: Estimated from densities",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2015,FALSE,,,,,,,,,,,,,5.07,,,,,,5.073,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
