Country_x,Country Code,Sex_x,Year_x,htn,treat,control,diagn,untreatedstage2HTN,Country_y,Income,pop,pop_tot,Indicator_b,Country_b,Year_b,GeoRegion_b,nurse,Indicator_c,Country_c,Year_c,GeoRegion_c,pharma,Indicator_d,Country_d,Year_d,GeoRegion_d,chws_n,Indicator_a,Country_a,Year_a,phy,chws,hw,treatn,controln,diagng,htn2,n_phy,b_phy,pop_htn,pop_htn_visit1,pop_htn_visit2,pop_htn_visit3,phy_s1,phy_s2,phy_s1_i1,phy_s2_i2,phy_s1_c,phy_s2_c,gaps_hf_base_s1,gaps_hf_base_s2,gaps_hf_base_s1_i1,gaps_hf_base_s2_i2,gaps_hf_base_s1_c,gaps_hf_base_s2_c,gaps_hf_6_s1,gaps_hf_6_s2,gaps_hf_3_s1,gaps_hf_3_s2,gaps_hf_6_s1_i1,gaps_hf_6_s2_i2,gaps_hf_3_s1_i1,gaps_hf_3_s2_i2,gaps_hf_6_s1_c,gaps_hf_6_s2_c,gaps_hf_3_s1_c,gaps_hf_3_s2_c,gaps_cat4_base_s1_c
Swaziland,SWZ,Men,2019,42.359880100000005,33.3795629,11.9949756,48.1286321,25.9348651,Swaziland,Lower middle income,800000,1200000,"Nursing and midwifery personnel (per 10,000)",Eswatini,2022.0,Africa,31.82,"Pharmacists  (per 10,000)",Eswatini,2020.0,Africa,0.41,Community Health Workers (number),Eswatini,2020.0,Africa,5386.0,Physician per 1000,Eswatini,2020.0,1.4,44.88333333333333,78.51333333333332,14.139542822344085,5.081057282184256,20.38723085133012,37.27882281781575,77.11333333333333,78.51333333333332,338879.0408000001,4066548.489600001,2033274.2448000005,1016637.1224000002,44800.0,22400.0,2467626.6666666665,1233813.3333333333,2512426.666666666,1256213.333333333,4021748.489600001,4044148.489600001,1598921.8229333344,2832735.156266668,1554121.8229333349,2810335.156266668,1988474.2448000005,2010874.2448000005,971837.1224000002,994237.1224000002,-434352.42186666606,799460.9114666672,-1450989.5442666663,-217176.21093333303,-479152.4218666656,777060.9114666674,-1495789.5442666658,-239576.2109333328,2
Sweden,SWE,Men,2019,30.12241415,39.7038547,19.84355495,54.1179203,14.556998600000002,Sweden,High income,8200000,10600000,"Nursing and midwifery personnel (per 10,000)",Sweden,2021.0,Europe,217.0,"Pharmacists  (per 10,000)",Sweden,2021.0,Europe,16.18,,,,,,Physician per 1000,Sweden,2020.0,70.62,0.0,303.8,11.95975954624824,5.977357804121826,16.30162408213292,24.14505634587817,233.18,303.8,2470037.9603,29640455.5236,14820227.7618,7410113.880899999,23163360.0,11581680.0,76483040.0,38241520.0,99646400.0,49823200.0,6477095.523599997,18058775.5236,-46842584.4764,-8601064.476400003,-70005944.4764,-20182744.476400003,-8343132.238200001,3238547.7617999986,-15753246.1191,-4171566.1191000007,-61662812.2382,-23421292.2382,-69072926.1191,-30831406.1191,-84826172.23820001,-35002972.2382,-92236286.1191,-42413086.1191,1
Switzerland,CHE,Men,2019,21.9583338,56.3196016,37.30577275,73.23602985,8.76545265,Switzerland,High income,6700000,9000000,"Nursing and midwifery personnel (per 10,000)",Switzerland,2021.0,Europe,187.6,"Pharmacists  (per 10,000)",Switzerland,2021.0,Europe,6.62,,,,,,Physician per 1000,Switzerland,2021.0,44.42999999999999,0.0,238.65,12.36684611415814,8.19172610711444,16.081411896330636,13.76660769288556,194.22,238.65,1471208.3645999995,17654500.375199996,8827250.187599998,4413625.093799999,11907240.0,5953620.0,52050960.0,26025480.0,63958199.99999999,31979100.0,5747260.375199996,11700880.375199996,-34396459.624800004,-8370979.624800004,-46303699.6248,-14324599.6248,-3079989.812400002,2873630.187599998,-7493614.906200001,-1539994.906200001,-43223709.8124,-17198229.812400002,-47637334.9062,-21611854.9062,-55130949.8124,-23151849.8124,-59544574.90619999,-27565474.9062,1
Syrian Arab Republic,SYR,Men,2019,41.0789025,44.2556832,20.5352791,53.913689350000006,15.100419,Syrian Arab Republic,Low income,13000000,23000000,"Nursing and midwifery personnel (per 10,000)",Syrian Arab Republic,2016.0,Eastern Mediterranean,14.19,"Pharmacists  (per 10,000)",Syrian Arab Republic,2016.0,Eastern Mediterranean,9.82,,,,,,Physician per 1000,Syria,2016.0,11.86,0.0,35.87,18.17974895243688,8.435667279591877,22.147151882239385,32.64323522040812,24.01,35.87,5340257.325,64083087.900000006,32041543.950000003,16020771.975,6167200.0,3083600.0,12485200.0,6242600.0,18652400.0,9326199.999999998,57915887.900000006,60999487.900000006,51597887.900000006,57840487.900000006,45430687.900000006,54756887.900000006,25874343.950000003,28957943.950000003,9853571.975,12937171.975,19556343.950000003,25798943.950000003,3535571.975000001,9778171.975,13389143.950000009,22715343.950000003,-2631628.024999995,6694571.975000003,5
Tajikistan,TJK,Men,2019,46.88491565,33.280468899999995,7.542573099999999,47.6536726,22.54736495,Tajikistan,Lower middle income,4800000,10400000,"Nursing and midwifery personnel (per 10,000)",Tajikistan,2020.0,Europe,53.72,"Pharmacists  (per 10,000)",Tajikistan,2020.0,Europe,2.62,,,,,,Physician per 1000,Tajikistan,2014.0,17.08,0.0,73.42,15.60351977168948,3.5363290357745893,22.34238420263716,43.34858661422541,56.34,73.42,2250475.9511999995,27005711.4144,13502855.707199998,6751427.853599999,3279359.9999999995,1639679.9999999998,10817280.0,5408640.0,14096640.0,7048320.0,23726351.4144,25366031.4144,16188431.414399996,21597071.4144,12909071.414399996,19957391.4144,10223495.707199998,11863175.707199998,3472067.8536,5111747.853599999,2685575.707199998,8094215.707199998,-4065852.146400001,1342787.853599999,-593784.2928000018,6454535.707199998,-7345212.146400001,-296892.1464000009,4
Tanzania,TZA,Men,2019,33.135688200000004,15.15260175,7.0065608,32.94707885,31.6171579,Tanzania,Lower middle income,24000000,67300000,"Nursing and midwifery personnel (per 10,000)",United Republic of Tanzania,2018.0,Africa,5.5,"Pharmacists  (per 10,000)",United Republic of Tanzania,2022.0,Africa,0.27,Community Health Workers (number),United Republic of Tanzania,2022.0,Africa,20737.0,Physician per 1000,Tanzania,2018.0,0.5,3.0812778603268947,9.351277860326894,5.020918870067744,2.321672140231426,10.917241318744145,30.814016059768576,8.851277860326894,9.351277860326894,7952565.168,95430782.016,47715391.008,23857695.504,480000.0,240000.0,8497226.745913818,4248613.372956909,8977226.745913818,4488613.372956909,94950782.016,95190782.016,86933555.27008618,91182168.6430431,86453555.27008618,90942168.6430431,47235391.008,47475391.008,23377695.504,23617695.504,39218164.26208618,43466777.63504309,15360468.758086182,19609082.13104309,38738164.26208618,43226777.63504309,14880468.758086182,19369082.13104309,5
Thailand,THA,Men,2019,29.1477182,44.0785756,25.9238601,52.99548265,17.102914350000002,Thailand,Upper middle income,47000000,70000000,"Nursing and midwifery personnel (per 10,000)",Thailand,2019.0,South-East Asia,30.78,"Pharmacists  (per 10,000)",Thailand,2019.0,South-East Asia,6.16,Community Health Workers (number),Thailand,2019.0,South-East Asia,39928.0,Physician per 1000,Thailand,2020.0,9.28,5.704,51.924,12.84789900246196,7.55621368851024,15.446973941551892,21.59150451148976,42.644,51.924,13699427.554,164393130.648,82196565.324,41098282.662,17446400.000000004,8723200.000000002,80170720.0,40085360.0,97617120.0,48808560.0,146946730.648,155669930.648,84222410.648,124307770.648,66776010.648,115584570.648,64750165.324,73473365.324,23651882.662,32375082.662,2025845.324000001,42111205.324,-39072437.338,1012922.6620000004,-15420554.676,33388005.324,-56518837.338,-7710277.337999999,5
Timor-Leste,TLS,Men,2019,35.2834254,24.1403259,11.23853215,37.3801926,25.8463549,Timor-Leste,Lower middle income,840000,1400000,"Nursing and midwifery personnel (per 10,000)",Timor-Leste,2020.0,South-East Asia,17.73,"Pharmacists  (per 10,000)",Timor-Leste,2020.0,South-East Asia,2.12,Community Health Workers (number),Timor-Leste,2020.0,South-East Asia,4450.0,Physician per 1000,East Timor,2020.0,7.67,31.785714285714285,59.30571428571429,8.517533880243379,3.965339107200266,13.18901237039732,31.31808629279973,51.635714285714286,59.30571428571429,296380.77336,3556569.28032,1778284.64016,889142.32008,257712.0,128856.0,1734959.9999999998,867479.9999999999,1992672.0,996336.0,3298857.28032,3427713.28032,1821609.28032,2689089.28032,1563897.28032,2560233.28032,1520572.64016,1649428.64016,631430.32008,760286.32008,43324.640160000185,910804.64016,-845817.6799199998,21662.32008000009,-214387.35984000005,781948.64016,-1103529.67992,-107193.67992000002,2
Suriname,SUR,Men,2019,42.85413645,49.28700765,21.03577795,63.53675990000001,16.27010675,Suriname,Upper middle income,380000,640000,"Nursing and midwifery personnel (per 10,000)",Suriname,2021.0,Americas,29.54,"Pharmacists  (per 10,000)",Suriname,2021.0,Americas,0.82,Community Health Workers (number),Suriname,2021.0,Americas,129.0,Physician per 1000,Suriname,2018.0,7.95,2.015625,40.325625,21.12152151045294,9.014700986012013,27.22812978345489,33.83943546398798,32.375625,40.325625,162845.71851,1954148.62212,977074.31106,488537.15553,120840.00000000004,60420.000000000015,492109.5,246054.75,612949.5,306474.75,1833308.62212,1893728.62212,1462039.12212,1708093.87212,1341199.12212,1647673.87212,856234.31106,916654.31106,367697.15553,428117.15553,484964.81106,731019.56106,-3572.344470000011,242482.40553,364124.81106,670599.56106,-124412.34447,182062.40553,2
Togo,TGO,Men,2019,35.8668768,19.8666983,9.11758585,41.13022885000001,27.664824,Togo,Lower middle income,5000000,9300000,"Nursing and midwifery personnel (per 10,000)",Togo,2022.0,Africa,5.08,"Pharmacists  (per 10,000)",Togo,2022.0,Africa,0.29,Community Health Workers (number),Togo,2021.0,Africa,7500.0,Physician per 1000,Togo,2021.0,0.59,8.064516129032258,14.024516129032255,7.125564203488694,3.2701932839537324,14.75212850918756,32.59668351604627,13.434516129032255,14.024516129032255,1793343.84,21520126.08,10760063.04,5380031.5200000005,118000.0,59000.0,2686903.225806452,1343451.612903226,2804903.225806452,1402451.612903226,21402126.08,21461126.08,18833222.85419355,20176674.467096776,18715222.85419355,20117674.467096776,10642063.04,10701063.04,5262031.5200000005,5321031.5200000005,8073159.814193549,9416611.427096777,2693128.2941935486,4036579.9070967743,7955159.814193549,9357611.427096777,2575128.2941935486,3977579.9070967743,4
Tonga,TON,Men,2019,43.19613385,25.93739445,9.18470725,36.471156,24.06965575,Tonga,Upper middle income,80000,106000,"Nursing and midwifery personnel (per 10,000)",Tonga,2021.0,Western Pacific,41.79,"Pharmacists  (per 10,000)",Tonga,2021.0,Western Pacific,0.76,,,,,,Physician per 1000,Tonga,2021.0,10.09,0.0,52.63999999999999,11.203951623824471,3.967438437440654,15.754129362402306,39.22869541255935,42.55,52.63999999999999,34556.907080000004,414682.88496000005,207341.44248000003,103670.72124,32288.0,16144.0,136160.0,68080.0,168447.99999999997,84223.99999999999,382394.88496000005,398538.88496000005,278522.88496000005,346602.88496000005,246234.88496000008,330458.88496000005,175053.44248000003,191197.44248000003,71382.72124000001,87526.72124000001,71181.44248000003,139261.44248000003,-32489.278759999987,35590.72124000001,38893.442480000056,123117.44248000004,-64777.27875999996,19446.721240000028,2
Trinidad and Tobago,TTO,Men,2019,42.3931714,46.7175716,20.8956762,59.9629537,18.6240537,Trinidad and Tobago,High income,1100000,1500000,"Nursing and midwifery personnel (per 10,000)",Trinidad and Tobago,2019.0,Americas,37.34,"Pharmacists  (per 10,000)",Trinidad and Tobago,2018.0,Americas,6.13,,,,,,Physician per 1000,Trinidad and Tobago,2021.0,34.12,0.0,77.59,19.80506020230572,8.858339826655007,25.42019773854364,33.534831573344995,43.470000000000006,77.59,466324.8854,5595898.624799999,2797949.3124,1398974.6562,1501280.0,750640.0,1912680.0000000005,956340.0000000002,3413960.0,1706980.0,4094618.6248,4845258.624799999,3683218.624799999,4639558.624799999,2181938.6247999994,3888918.6248,1296669.3123999997,2047309.3124,-102305.34380000016,648334.6561999999,885269.3123999992,1841609.3124,-513705.3438000006,442634.6561999996,-616010.6876000003,1090969.3123999997,-2014985.3438,-308005.34380000015,3
Tunisia,TUN,Men,2019,34.64989735,36.3929173,14.410907,44.9748784,16.83574835,Tunisia,Lower middle income,7800000,12100000,"Nursing and midwifery personnel (per 10,000)",Tunisia,2021.0,Eastern Mediterranean,21.23,"Pharmacists  (per 10,000)",Tunisia,2021.0,Eastern Mediterranean,2.38,,,,,,Physician per 1000,Tunisia,2017.0,12.61,0.0,36.220000000000006,12.61010848712039,4.993364482703964,15.583749198887322,29.65653286729604,23.61,36.220000000000006,2702691.9933,32432303.919599995,16216151.959799998,8108075.979899999,3934320.0,1967160.0,7366320.0,3683160.0,11300640.000000002,5650320.000000001,28497983.919599995,30465143.919599995,25065983.919599995,28749143.919599995,21131663.919599995,26781983.919599995,12281831.959799998,14248991.959799998,4173755.979899999,6140915.979899999,8849831.959799998,12532991.959799998,741755.9798999988,4424915.979899999,4915511.959799996,10565831.959799998,-3192564.020100003,2457755.979899998,4
Turkey,TUR,Men,2019,32.6124985,57.17731745000001,32.06398405,61.2213754,10.6510701,Turkey,Upper middle income,60000000,87300000,"Nursing and midwifery personnel (per 10,000)",Türkiye,2021.0,Europe,34.25,"Pharmacists  (per 10,000)",Türkiye,2021.0,Europe,4.39,,,,,,Physician per 1000,Turkey,2020.0,20.36,0.0,59.0,18.64695179572149,10.456866317346488,19.965820134004368,22.15563218265352,38.64,59.0,19567499.1,234809989.2,117404994.6,58702497.3,48864000.0,24432000.0,92736000.0,46368000.0,141600000.0,70800000.0,185945989.2,210377989.2,142073989.20000002,188441989.2,93209989.20000002,164009989.20000002,68540994.60000001,92972994.6,9838497.300000004,34270497.300000004,24668994.60000001,71036994.60000001,-34033502.7,12334497.300000004,-24195005.39999999,46604994.60000001,-82897502.69999999,-12097502.699999996,5
Turkmenistan,TKM,Men,2019,38.9086317,45.4678081,11.25526075,58.76530579999999,16.77761545,Turkmenistan,Upper middle income,3200000,7200000,"Nursing and midwifery personnel (per 10,000)",Turkmenistan,2021.0,Europe,39.16,"Pharmacists  (per 10,000)",Turkmenistan,2021.0,Europe,1.68,,,,,,Physician per 1000,Turkmenistan,2014.0,21.47,0.0,62.31,17.690901995691767,4.379267952092158,22.86477640110073,34.529363747907844,40.84,62.31,1245076.2144,14940914.5728,7470457.2864,3735228.6432,2748160.0,1374080.0,5227520.0,2613760.0,7975679.999999999,3987840.0,12192754.5728,13566834.5728,9713394.5728,12327154.5728,6965234.5728,10953074.5728,4722297.2864,6096377.2864,987068.6431999998,2361148.6432,2242937.2864,4856697.2864,-1492291.3568000002,1121468.6431999998,-505222.7135999994,3482617.2864,-4240451.356799999,-252611.3567999997,3
Tuvalu,TUV,Men,2019,50.01970095,19.8682169,6.0388965500000005,32.8182888,28.79336645,Tuvalu,Upper middle income,9000,12000,"Nursing and midwifery personnel (per 10,000)",Tuvalu,2020.0,Western Pacific,36.94,"Pharmacists  (per 10,000)",Tuvalu,2020.0,Western Pacific,1.8,,,,,,Physician per 1000,Tuvalu,2020.0,12.61,0.0,51.35,9.93802267747736,3.020637994989867,16.415609914667343,46.99906295501013,38.74,51.35,4501.7730855,54021.277026,27010.638513,13505.3192565,4539.6,2269.8,13946.399999999998,6973.199999999999,18486.0,9243.0,49481.677026,51751.47702599999,40074.877026,47048.077026,35535.277026,44778.277026,22471.038513,24740.838513,8965.719256499999,11235.5192565,13064.238513,20037.438513,-441.0807434999988,6532.1192565,8524.638512999998,17767.638512999998,-4980.680743500001,4262.319256499999,2
Uganda,UGA,Men,2019,32.37462895,17.832222249999997,7.536609450000001,33.11130505,26.8525307,Uganda,Lower middle income,22000000,48600000,"Nursing and midwifery personnel (per 10,000)",Uganda,2022.0,Africa,22.68,"Pharmacists  (per 10,000)",Uganda,2022.0,Africa,0.36,Community Health Workers (number),Uganda,2019.0,Africa,179000.0,Physician per 1000,Uganda,2020.0,1.58,36.83127572016461,61.45127572016461,5.773115786976842,2.439949344848136,10.719662150440112,29.934679605151864,59.87127572016461,61.45127572016461,7122418.369000001,85469020.428,42734510.214,21367255.107,1390400.0,695200.0,52686722.63374487,26343361.31687244,54077122.63374487,27038561.31687244,84078620.428,84773820.428,32782297.794255137,59125659.11112757,31391897.794255137,58430459.11112757,41344110.214,42039310.214,19976855.107,20672055.107,-9952212.419744864,16391148.897127569,-31319467.526744865,-4976106.209872432,-11342612.419744864,15695948.897127569,-32709867.526744865,-5671306.209872432,4
Ukraine,UKR,Men,2019,43.0625374,47.45630645,13.66678575,63.5563064,16.3512708,Ukraine,Lower middle income,28000000,35000000,"Nursing and midwifery personnel (per 10,000)",Ukraine,2014.0,Europe,66.56,"Pharmacists  (per 10,000)",Ukraine,2014.0,Europe,0.34,,,,,,Physician per 1000,Ukraine,2014.0,29.9,0.0,96.8,20.435889713689864,5.885264724971621,27.3689582135586,37.177272675028384,66.9,96.8,12057510.472,144690125.664,72345062.832,36172531.416,33488000.000000007,16744000.000000004,74928000.00000001,37464000.00000001,108416000.00000004,54208000.000000015,111202125.664,127946125.664,69762125.66399999,107226125.664,36274125.663999975,90482125.664,38857062.832,55601062.832,2684531.4159999937,19428531.416,-2582937.1680000126,34881062.831999995,-38755468.584000014,-1291468.5840000063,-36070937.16800003,18137062.831999987,-72243468.58400002,-18035468.584000014,4
United Arab Emirates,ARE,Men,2019,39.1728394,40.34194955,21.4607727,46.51228055,16.6450888,United Arab Emirates,High income,7000000,10100000,"Nursing and midwifery personnel (per 10,000)",United Arab Emirates,2021.0,Eastern Mediterranean,63.85,"Pharmacists  (per 10,000)",United Arab Emirates,2021.0,Eastern Mediterranean,13.33,,,,,,Physician per 1000,United Arab Emirates,2020.0,28.79,0.0,105.97,15.803087108050525,8.406794023770043,18.22018096112894,30.76604537622996,77.18,105.97,2742098.758,32905185.096,16452592.548,8226296.274,8061200.0,4030600.0,21610400.0,10805200.0,29671600.0,14835800.0,24843985.096,28874585.096,11294785.096,22099985.096,3233585.096000001,18069385.096,8391392.548,12421992.548,165096.2740000002,4195696.274,-5157807.452,5647392.548,-13384103.726,-2578903.726,-13219007.452,1616792.5480000004,-21445303.726,-6609503.726,3
Tokelau,TKL,Men,2019,39.4189524,33.53978055,12.67508245,47.826125600000005,21.2313191,Tokelau,Low income,1200,1400,"Nursing and midwifery personnel (per 10,000)",Tokelau,2021.0,Western Pacific,216.7,,,,,0.0,,,,,,,,,0.0,0.0,216.7,13.221030130068955,4.9963847176262535,18.852557685028216,34.422567682373746,216.7,216.7,473.02742880000005,5676.329145600001,2838.1645728000003,1419.0822864000002,0.0,0.0,10401.6,5200.8,10401.6,5200.8,5676.329145600001,5676.329145600001,-4725.2708544,475.5291456000005,-4725.2708544,475.5291456000005,2838.1645728000003,2838.1645728000003,1419.0822864000002,1419.0822864000002,-7563.4354272,-2362.6354272,-8982.5177136,-3781.7177136,-7563.4354272,-2362.6354272,-8982.5177136,-3781.7177136,1
Sudan,SDN,Men,2019,40.75078305,22.24489545,8.03949115,32.293765,26.313245,Sudan,Low income,18000000,48400000,"Nursing and midwifery personnel (per 10,000)",Sudan,2018.0,Eastern Mediterranean,11.4,"Pharmacists  (per 10,000)",Sudan,2017.0,Eastern Mediterranean,0.25,Community Health Workers (number),Sudan,2004.0,Eastern Mediterranean,4716.0,Physician per 1000,Sudan,2017.0,2.63,0.9743801652892562,15.254380165289255,9.06496908452882,3.27615559686045,13.159962113826834,37.474627453139554,12.624380165289256,15.254380165289255,7335140.949000001,88021691.38800001,44010845.694000006,22005422.847000003,1893600.0,946800.0,9089553.719008263,4544776.8595041325,10983153.719008269,5491576.859504133,86128091.38800001,87074891.38800001,78932137.66899174,83476914.52849588,77038537.66899174,82530114.52849588,42117245.694000006,43064045.694000006,20111822.847000003,21058622.847000003,34921291.97499174,39466068.83449587,12915869.127991738,17460645.98749587,33027691.97499174,38519268.83449587,11022269.127991736,16513845.98749587,5
Sri Lanka,LKA,Men,2019,35.44884725,35.13074385,15.270967,45.90026055,20.8936136,Sri Lanka,Upper middle income,13000000,22100000,"Nursing and midwifery personnel (per 10,000)",Sri Lanka,2021.0,South-East Asia,24.39,"Pharmacists  (per 10,000)",Sri Lanka,2021.0,South-East Asia,1.06,,,,,,Physician per 1000,Sri Lanka,2021.0,11.92,0.0,37.370000000000005,12.453443725175273,5.413381765427907,16.27111324972151,30.035465484572093,25.45,37.370000000000005,4608350.1425,55300201.71,27650100.855,13825050.4275,6198400.0,3099200.0,13234000.0,6617000.0,19432400.000000004,9716200.000000002,49101801.71,52201001.71,42066201.71,48683201.71,35867801.70999999,45584001.71,21451700.855,24550900.855,7626650.4275,10725850.4275,14416100.855,21033100.855,591050.4275000002,7208050.4275,8217700.854999997,17933900.854999997,-5607349.572500004,4108850.4274999984,4
Spain,ESP,Men,2019,27.16311685,54.4832664,32.015487050000004,66.48382175,7.9490941,Spain,High income,36000000,47500000,"Nursing and midwifery personnel (per 10,000)",Spain,2021.0,Europe,65.37,"Pharmacists  (per 10,000)",Spain,2021.0,Europe,12.54,,,,,,Physician per 1000,Spain,2020.0,45.77,0.0,123.68,14.799353315928789,8.69640415748812,18.059078188298216,18.466712692511884,77.91,123.68,9778722.066,117344664.792,58672332.396,29336166.198,65908799.99999999,32954400.0,112190400.0,56095200.0,178099200.0,89049600.0,51435864.792,84390264.792,5154264.791999996,61249464.792,-60754535.208,28295064.792,-7236467.603999995,25717932.396,-36572633.80199999,-3618233.801999997,-53518067.604,2577132.395999998,-82854233.802,-26759033.802,-119426867.604,-30377267.604,-148763033.802,-59713433.802,1
Romania,ROU,Men,2019,48.26779885,59.47435525,29.9000888,68.2676332,10.60197565,Romania,Upper middle income,13700000,19200000,"Nursing and midwifery personnel (per 10,000)",Romania,2021.0,Europe,80.73,"Pharmacists  (per 10,000)",Romania,2021.0,Europe,11.06,Community Health Workers (number),Romania,2011.0,Europe,16170.0,Physician per 1000,Romania,2017.0,29.74,8.421875,129.951875,28.706962159404416,14.43211471795538,32.95128387263182,33.83568413204462,100.211875,129.951875,6612688.44245,79352261.30939999,39676130.6547,19838065.32735,16297520.000000004,8148760.000000002,54916107.49999999,27458053.75,71213627.5,35606813.75,63054741.30939999,71203501.30939999,24436153.8094,51894207.55939999,8138633.809399992,43745447.55939999,23378610.654699992,31527370.6547,3540545.3273499943,11689305.327349996,-15239976.845299996,12218076.9047,-35078042.172649994,-7619988.422649998,-31537496.845300004,4069316.904699996,-51375562.17265,-15768748.422650002,3
Russian Federation,RUS,Men,2019,44.2185238,49.80148015,17.732765750000002,73.9495251,14.20797255,Russian Federation,Upper middle income,110000000,146000000,"Nursing and midwifery personnel (per 10,000)",Russian Federation,2020.0,Europe,62.42,"Pharmacists  (per 10,000)",Russian Federation,2020.0,Europe,0.4,,,,,,Physician per 1000,Russia,2020.0,38.27,0.0,101.09,22.021479352880025,7.841167243561999,32.69938835633047,36.377356556438,62.82,101.09,48640376.18,583684514.16,291842257.08,145921128.54,168388000.0,84194000.0,276408000.0,138204000.0,444796000.0,222398000.0,415296514.16,499490514.16,307276514.16,445480514.16,138888514.15999997,361286514.16,123454257.07999998,207648257.08,-22466871.46000001,61727128.53999999,15434257.079999983,153638257.07999998,-130486871.46,7717128.539999992,-152953742.92000002,69444257.07999998,-298874871.46000004,-76476871.46000001,6
Rwanda,RWA,Men,2019,29.72744625,10.5187874,5.8652888,23.14871525,25.51897015,Rwanda,Low income,7300000,14900000,"Nursing and midwifery personnel (per 10,000)",Rwanda,2019.0,Africa,9.33,"Pharmacists  (per 10,000)",Rwanda,2018.0,Africa,0.71,Community Health Workers (number),Rwanda,2020.0,Africa,58567.0,Physician per 1000,Rwanda,2019.0,1.16,39.30671140939597,50.506711409395976,3.126966870486773,1.74360057542727,6.881521883509302,27.98384567457273,49.34671140939597,50.506711409395976,2170103.57625,26041242.915,13020621.4575,6510310.72875,338720.00000000006,169360.00000000003,14409239.731543625,7204619.865771812,14747959.731543628,7373979.865771814,25702522.915,25871882.915,11632003.183456374,18836623.049228188,11293283.18345637,18667263.049228184,12681901.4575,12851261.4575,6171590.72875,6340950.72875,-1388618.2740436252,5816001.591728187,-7898929.002793625,-694309.1370218126,-1727338.274043629,5646641.591728185,-8237649.002793629,-863669.1370218145,4
Saint Kitts and Nevis,KNA,Men,2019,45.06294745,48.83760575,22.23498415,60.3256429,17.065993199999998,Saint Kitts and Nevis,Upper middle income,43000,48000,"Nursing and midwifery personnel (per 10,000)",Saint Kitts and Nevis,2015.0,Americas,45.19,,,,,0.0,Community Health Workers (number),Saint Kitts and Nevis,2001.0,Americas,48.0,Physician per 1000,Saint Kitts and Nevis,2018.0,30.34,10.0,85.53,22.00766461496068,10.01973922303033,27.18451275890165,35.043208226969675,55.19,85.53,19377.0674035,232524.80884200003,116262.404421,58131.20221050001,52184.8,26092.4,94926.8,47463.4,147111.6,73555.8,180340.00884200004,206432.40884200003,137598.00884200004,185061.40884200003,85413.20884200002,158969.00884200004,64077.60442100002,90170.00442100002,5946.402210500011,32038.80221050001,21335.60442100001,68799.00442100002,-36795.5977895,10667.802210500004,-30849.195578999992,42706.60442100001,-88980.3977895,-15424.597789499996,2
Saint Lucia,LCA,Men,2019,39.79333265,51.51806385,21.50397485,68.6170358,14.7771332,Saint Lucia,Upper middle income,150000,180000,"Nursing and midwifery personnel (per 10,000)",Saint Lucia,2017.0,Americas,32.22,"Pharmacists  (per 10,000)",Saint Lucia,2017.0,Americas,4.46,,,,,,Physician per 1000,Saint Lucia,2017.0,6.550000000000001,0.0,43.23,20.5007545226699,8.55714824503284,27.30500531046359,31.23618440496716,36.68,43.23,59689.99897500001,716279.9877000002,358139.9938500001,179069.99692500004,39300.00000000001,19650.000000000004,220080.0000000001,110040.00000000004,259380.0,129690.0,676979.9877000002,696629.9877000002,496199.9877000001,606239.9877000002,456899.9877000002,586589.9877000002,318839.9938500001,338489.9938500001,139769.99692500004,159419.99692500004,138059.99385000003,248099.9938500001,-41010.003075000015,69029.99692500001,98759.99385000012,228449.9938500001,-80310.00307499993,49379.99692500006,2
Saint Vincent and the Grenadines,VCT,Men,2019,39.3435206,44.98533735,20.36594575,61.03821670000001,17.24461235,Saint Vincent and the Grenadines,Upper middle income,90000,110000,"Nursing and midwifery personnel (per 10,000)",Saint Vincent and the Grenadines,2018.0,Americas,73.41,"Pharmacists  (per 10,000)",Saint Vincent and the Grenadines,2004.0,Americas,3.2,Community Health Workers (number),Saint Vincent and the Grenadines,2000.0,Americas,45.0,Physician per 1000,Saint Vincent and the Grenadines,2012.0,9.44,4.090909090909091,90.14090909090908,17.69881546727674,8.012680061536074,24.014583361237143,31.330840538463924,80.7009090909091,90.14090909090908,35409.16854,424910.02248,212455.01124,106227.50562,33984.0,16992.0,290523.2727272728,145261.63636363638,324507.2727272727,162253.63636363635,390926.02248,407918.02248,134386.74975272722,279648.3861163636,100402.74975272728,262656.38611636363,178471.01124,195463.01124,72243.50562,89235.50562,-78068.26148727277,67193.37487636361,-184295.76710727275,-39034.13074363639,-112052.26148727271,50201.37487636364,-218279.7671072727,-56026.13074363636,2
Samoa,WSM,Men,2019,38.2597073,20.4536797,9.9470644,35.1963362,26.817134050000003,Samoa,Upper middle income,160000,220000,"Nursing and midwifery personnel (per 10,000)",Samoa,2020.0,Western Pacific,30.15,"Pharmacists  (per 10,000)",Samoa,2020.0,Western Pacific,0.23,,,,,,Physician per 1000,Samoa,2020.0,5.540000000000001,0.0,35.919999999999995,7.825517985299518,3.8057177243825016,13.466015210443944,34.4539895756175,30.38,35.919999999999995,61215.53168000001,734586.3801600001,367293.19008,183646.59504,35456.00000000001,17728.000000000004,194432.0,97216.0,229888.0,114944.0,699130.3801600001,716858.3801600001,540154.3801600001,637370.3801600001,504698.38016000006,619642.3801600001,331837.19008000003,349565.19008000003,148190.59504,165918.59504,172861.19008000003,270077.19008000003,-10785.404959999983,86430.59504000001,137405.19008000006,252349.19008000003,-46241.40495999996,68702.59504000003,2
